time, length, x, y, value1, value2, value3		
480770,70,-90.035,84.025,462,1276,1139
480850,70,-90.005,84.075,464,1316,1191
480930,70,-89.980,84.130,460,1435,1281
481010,70,-89.945,84.180,460,1414,1289
481090,70,-89.915,84.230,459,1487,1323
481170,70,-89.880,84.280,457,1670,1394
481250,70,-89.850,84.330,459,1435,1268
481330,70,-89.815,84.380,462,1309,1208
481410,70,-89.790,84.430,463,1401,1249
481490,70,-89.755,84.475,462,1557,1343
481570,70,-89.725,84.530,459,1669,1413
481650,70,-89.690,84.580,456,1635,1410
481730,70,-89.660,84.625,460,1560,1383
481810,70,-89.625,84.685,461,1763,1491
481890,70,-89.595,84.740,461,1632,1414
481970,70,-89.560,84.780,462,1433,1297
482050,70,-89.535,84.835,459,1364,1260
482130,70,-89.500,84.890,457,1360,1253
482210,70,-89.470,84.940,459,1399,1263
482290,70,-89.440,84.990,461,1360,1243
482370,70,-89.410,85.040,463,1462,1285
482450,70,-89.375,85.090,462,1469,1289
482530,70,-89.340,85.140,460,1381,1215
482610,70,-89.305,85.190,459,1410,1228
482690,70,-89.275,85.245,460,1388,1236
482770,70,-89.245,85.295,462,1342,1194
482850,70,-89.215,85.345,462,1427,1228
482930,70,-89.180,85.395,461,1460,1249
483010,70,-89.150,85.445,459,1560,1303
483090,70,-89.115,85.495,458,1595,1326
483170,70,-89.090,85.545,460,1558,1292
483250,70,-89.055,85.595,462,1768,1391
483330,70,-89.025,85.650,460,1677,1326
483410,70,-88.985,85.700,461,1448,1199
483490,70,-88.955,85.755,459,1303,1117
483570,70,-88.920,85.805,458,1229,1059
483650,70,-88.900,85.855,458,1230,1064
483730,70,-88.865,85.905,461,1266,1071
483810,70,-88.835,85.955,463,1277,1088
483890,70,-88.800,86.005,462,1219,1069
483970,70,-88.770,86.055,459,1233,1069
484050,70,-88.735,86.105,459,1348,1147
484130,70,-88.710,86.155,460,1372,1163
484210,70,-88.675,86.205,461,1351,1158
484290,70,-88.645,86.255,464,1361,1158
484370,70,-88.610,86.310,462,1261,1096
484450,70,-88.580,86.365,459,1343,1143
484530,70,-88.545,86.410,458,1311,1134
484610,70,-88.515,86.460,459,1389,1167
484690,70,-88.480,86.515,461,1493,1242
484770,70,-88.450,86.565,462,1549,1272
484850,70,-88.415,86.615,460,1383,1193
484930,70,-88.390,86.665,459,1296,1118
485010,70,-88.355,86.715,457,1383,1168
485090,70,-88.330,86.765,458,1522,1244
485170,70,-88.295,86.815,461,1581,1286
485250,70,-88.260,86.870,460,1470,1215
485330,70,-88.225,86.920,459,1525,1237
485410,70,-88.195,86.970,459,1420,1169
485490,70,-88.160,87.020,458,1328,1125
485570,70,-88.135,87.070,459,1296,1104
485650,70,-88.100,87.120,460,1477,1222
485730,70,-88.065,87.170,461,1520,1244
485810,70,-88.030,87.220,460,1580,1284
485890,70,-88.000,87.280,459,1560,1266
485970,70,-87.970,87.320,460,1526,1256
486050,70,-87.945,87.375,459,1504,1245
486130,70,-87.915,87.430,459,1400,1179
486210,70,-87.880,87.475,460,1401,1187
486290,70,-87.850,87.525,460,1439,1218
486370,70,-87.815,87.580,459,1337,1132
486450,70,-87.790,87.630,458,1308,1132
486530,70,-87.755,87.680,459,1314,1126
486610,70,-87.725,87.730,459,1266,1091
486690,70,-87.690,87.780,460,1298,1121
486770,70,-87.660,87.830,460,1325,1134
486850,70,-87.620,87.885,459,1411,1191
486930,70,-87.590,87.935,459,1398,1180
487010,70,-87.555,87.985,459,1438,1195
487090,70,-87.530,88.040,461,1543,1257
487170,70,-87.495,88.085,462,1306,1121
487250,70,-87.470,88.135,461,1245,1076
487330,70,-87.435,88.190,459,1239,1070
487410,70,-87.405,88.235,458,1258,1087
487490,70,-87.375,88.285,459,1242,1062
487570,70,-87.345,88.340,460,1216,1043
487650,70,-87.310,88.385,461,1256,1059
487730,70,-87.280,88.445,461,1269,1060
487810,70,-87.245,88.500,458,1253,1048
487890,70,-87.215,88.545,459,1423,1131
487970,70,-87.180,88.595,458,1290,1067
488050,70,-87.150,88.650,461,1436,1144
488130,70,-87.115,88.695,461,1432,1150
488210,70,-87.085,88.745,459,1479,1177
488290,70,-87.050,88.800,458,1404,1134
488370,70,-87.025,88.850,460,1267,1038
488450,70,-86.990,88.900,459,1240,1046
488530,70,-86.960,88.955,461,1301,1063
488610,70,-86.925,89.000,460,1357,1096
488690,70,-86.900,89.050,460,1276,1052
488770,70,-86.865,89.105,459,1260,1050
488850,70,-86.835,89.155,459,1210,1017
488930,70,-86.800,89.210,459,1236,1041
489010,70,-86.770,89.255,462,1246,1027
489090,70,-86.735,89.305,461,1304,1083
489170,70,-86.705,89.360,461,1341,1114
489250,70,-86.670,89.410,462,1297,1073
489330,70,-86.640,89.460,461,1275,1056
489410,70,-86.605,89.510,460,1301,1042
489490,70,-86.580,89.560,463,1313,1064
489570,70,-86.545,89.615,463,1352,1080
489650,70,-86.520,89.665,462,1328,1049
489730,70,-86.485,89.715,461,1323,1041
489810,70,-86.455,89.765,461,1405,1099
489890,70,-86.420,89.820,461,1442,1110
489970,70,-86.390,89.865,463,1352,1072
490050,70,-86.355,89.915,462,1241,989
490130,70,-86.330,89.970,463,1223,968
490210,70,-86.295,90.015,461,1227,977
490290,70,-86.260,90.065,460,1404,1078
490370,70,-86.225,90.120,462,1332,1052
490450,70,-86.190,90.175,463,1303,1023
490530,70,-86.155,90.225,463,1260,1015
490610,70,-86.125,90.275,463,1297,1035
490690,70,-86.090,90.325,462,1275,1018
490770,70,-86.070,90.375,461,1228,951
490850,70,-86.040,90.425,462,1407,1073
490930,70,-86.005,90.470,464,1222,962
491010,70,-85.975,90.525,464,1184,936
491090,70,-85.945,90.580,463,1170,908
491170,70,-85.915,90.625,462,1272,948
491250,70,-85.880,90.675,462,1222,939
491330,70,-85.850,90.730,463,1222,957
491410,70,-85.815,90.780,463,1172,925
491490,70,-85.785,90.835,464,1200,943
491570,70,-85.745,90.875,464,1186,928
491650,70,-85.720,90.935,463,1135,912
491730,70,-85.685,90.990,462,1162,935
491810,70,-85.655,91.030,463,1139,925
491890,70,-85.620,91.085,464,1153,922
492990,70,-85.555,91.020,347,434,347
493070,70,-85.585,90.980,462,811,615
493150,70,-85.610,90.930,460,888,672
493230,70,-85.645,90.875,460,1007,796
493310,70,-85.670,90.830,461,1060,864
493390,70,-85.705,90.775,462,1204,960
493470,70,-85.735,90.725,462,1182,982
493550,70,-85.765,90.680,459,1146,972
493630,70,-85.795,90.620,459,1159,985
493710,70,-85.830,90.570,459,1254,1050
493790,70,-85.865,90.525,460,1268,1082
493870,70,-85.900,90.475,461,1269,1075
493950,70,-85.930,90.420,461,1358,1124
494030,70,-85.965,90.365,459,1217,1069
494110,70,-85.990,90.320,458,1334,1140
494190,70,-86.025,90.270,459,1385,1194
494270,70,-86.055,90.210,458,1253,1129
494350,70,-86.085,90.165,461,1208,1099
494430,70,-86.120,90.115,460,1256,1133
494510,70,-86.145,90.065,458,1428,1223
494590,70,-86.175,90.015,459,1417,1234
494670,70,-86.205,89.965,458,1487,1269
494750,70,-86.240,89.915,459,1648,1335
494830,70,-86.270,89.860,461,1545,1312
494910,70,-86.305,89.810,459,1593,1310
494990,70,-86.335,89.760,459,1543,1271
495070,70,-86.370,89.705,458,1248,1107
495150,70,-86.400,89.660,458,1247,1116
495230,70,-86.435,89.610,459,1292,1132
495310,70,-86.465,89.555,460,1474,1228
495390,70,-86.500,89.510,460,1643,1337
495470,70,-86.525,89.460,459,1417,1224
495550,70,-86.560,89.405,458,1319,1179
495630,70,-86.590,89.355,458,1299,1170
495710,70,-86.625,89.305,460,1360,1198
495790,70,-86.655,89.250,460,1474,1254
495870,70,-86.690,89.200,460,1380,1207
495950,70,-86.715,89.150,460,1309,1163
496030,70,-86.750,89.100,457,1292,1159
496110,70,-86.785,89.050,457,1230,1120
496190,70,-86.820,88.995,459,1383,1194
496270,70,-86.850,88.950,460,1338,1174
496350,70,-86.885,88.895,461,1432,1235
496430,70,-86.910,88.840,458,1398,1190
496510,70,-86.945,88.795,459,1382,1151
496590,70,-86.970,88.745,457,1370,1152
496670,70,-87.005,88.695,460,1132,1027
496750,70,-87.035,88.645,461,1207,1071
496830,70,-87.075,88.590,461,1302,1137
496910,70,-87.100,88.535,460,1290,1132
496990,70,-87.135,88.490,458,1407,1181
497070,70,-87.160,88.440,459,1259,1092
497150,70,-87.195,88.385,460,1264,1101
497230,70,-87.225,88.340,460,1512,1255
497310,70,-87.265,88.290,462,1485,1238
497390,70,-87.295,88.235,461,1458,1208
497470,70,-87.330,88.190,460,1496,1265
497550,70,-87.360,88.135,460,1465,1250
497630,70,-87.395,88.080,461,1385,1210
497710,70,-87.420,88.025,462,1399,1228
497790,70,-87.455,87.975,462,1511,1314
497870,70,-87.485,87.925,461,1497,1300
497950,70,-87.520,87.875,459,1448,1239
498030,70,-87.545,87.825,460,1539,1306
498110,70,-87.575,87.780,461,1586,1351
498190,70,-87.605,87.730,461,1428,1263
498270,70,-87.640,87.675,464,1405,1244
498350,70,-87.670,87.630,462,1466,1276
498430,70,-87.710,87.580,462,1448,1270
498510,70,-87.740,87.520,462,1463,1281
498590,70,-87.775,87.480,462,1342,1186
498670,70,-87.800,87.425,463,1296,1157
498750,70,-87.835,87.370,462,1352,1184
498830,70,-87.865,87.320,461,1314,1166
498910,70,-87.900,87.270,462,1254,1127
498990,70,-87.930,87.220,462,1285,1152
499070,70,-87.965,87.170,463,1362,1201
499150,70,-87.990,87.120,463,1322,1168
499230,70,-88.025,87.070,463,1407,1201
499310,70,-88.050,87.020,462,1272,1142
499390,70,-88.080,86.965,462,1406,1238
499470,70,-88.115,86.910,462,1539,1370
499550,70,-88.145,86.860,461,1408,1295
499630,70,-88.180,86.810,463,1463,1320
499710,70,-88.210,86.760,464,1577,1372
499790,70,-88.245,86.710,463,1575,1375
499870,70,-88.275,86.660,461,1727,1455
499950,70,-88.310,86.610,460,1914,1550
500030,70,-88.335,86.560,461,1866,1506
500110,70,-88.370,86.510,464,1902,1540
500190,70,-88.400,86.455,465,1674,1439
500270,70,-88.435,86.400,464,1710,1448
500350,70,-88.465,86.355,462,1715,1456
500430,70,-88.495,86.305,461,1820,1495
500510,70,-88.520,86.250,462,1926,1535
500590,70,-88.555,86.205,464,1680,1421
500670,70,-88.595,86.155,465,1640,1389
500750,70,-88.630,86.100,464,1689,1399
500830,70,-88.660,86.050,462,1801,1455
500910,70,-88.695,86.000,462,1853,1503
500990,70,-88.725,85.950,462,1643,1377
501070,70,-88.755,85.900,465,1727,1434
501150,70,-88.785,85.850,467,1743,1449
501230,70,-88.820,85.795,465,1939,1507
501310,70,-88.850,85.745,462,1916,1533
501390,70,-88.885,85.690,462,1816,1459
501470,70,-88.910,85.645,462,1825,1449
501550,70,-88.945,85.595,464,1839,1452
501630,70,-88.975,85.540,466,1771,1373
501710,70,-89.005,85.495,464,1577,1256
501790,70,-89.035,85.445,462,1528,1220
501870,70,-89.065,85.385,463,1642,1273
501950,70,-89.095,85.335,464,1574,1243
502030,70,-89.135,85.290,467,1615,1253
502110,70,-89.165,85.235,468,1632,1267
502190,70,-89.200,85.185,466,1583,1241
502270,70,-89.230,85.135,463,1568,1225
502350,70,-89.265,85.085,461,1563,1230
502430,70,-89.290,85.035,463,1586,1242
502510,70,-89.325,84.985,466,1566,1222
502590,70,-89.355,84.935,466,1553,1202
502670,70,-89.390,84.885,466,1397,1101
502750,70,-89.420,84.835,463,1428,1113
502830,70,-89.450,84.780,461,1467,1133
502910,70,-89.480,84.730,463,1430,1122
502990,70,-89.515,84.680,466,1399,1104
503070,70,-89.550,84.630,466,1305,1044
503150,70,-89.585,84.580,465,1330,1048
503230,70,-89.605,84.530,464,1296,1020
503310,70,-89.640,84.475,462,1331,1054
503390,70,-89.670,84.425,463,1228,986
503470,70,-89.710,84.375,466,1194,965
503550,70,-89.740,84.325,468,1246,997
503630,70,-89.775,84.275,466,1286,1011
503710,70,-89.800,84.220,462,1333,1060
503790,70,-89.835,84.170,462,1420,1111
503870,70,-89.865,84.120,462,1618,1191
503950,70,-89.900,84.065,466,1495,1166
504030,70,-89.930,84.020,467,1523,1192
504110,70,-89.965,83.970,464,1449,1152
504190,70,-89.990,83.915,463,1460,1160
504270,70,-90.025,83.870,462,1420,1132
504350,70,-90.055,83.820,464,1463,1156
504430,70,-90.085,83.760,465,1358,1088
504510,70,-90.120,83.710,467,1333,1076
504590,70,-90.145,83.665,466,1390,1108
504670,70,-90.180,83.610,463,1311,1059
504750,70,-90.205,83.560,461,1279,1049
504830,70,-90.240,83.510,462,1326,1078
504910,70,-90.275,83.460,465,1303,1071
504990,70,-90.305,83.410,467,1295,1072
505070,70,-90.340,83.360,466,1191,1006
505150,70,-90.375,83.305,463,1206,982
505230,70,-90.405,83.260,463,1238,1015
505310,70,-90.440,83.205,464,1274,1040
505390,70,-90.465,83.150,465,1198,988
505470,70,-90.500,83.105,466,1203,984
505550,70,-90.530,83.055,465,1309,1076
505630,70,-90.565,83.000,463,1326,1086
505710,70,-90.590,82.955,461,1296,1071
505790,70,-90.625,82.905,463,1410,1147
505870,70,-90.655,82.845,466,1467,1176
505950,70,-90.690,82.800,468,1504,1194
506030,70,-90.715,82.750,467,1515,1205
506110,70,-90.750,82.695,463,1405,1134
506190,70,-90.775,82.650,463,1362,1092
506270,70,-90.810,82.600,464,1366,1090
507370,70,-90.755,82.510,352,621,461
507450,70,-90.725,82.565,469,1110,777
507530,70,-90.700,82.620,465,1152,843
507610,70,-90.660,82.665,463,1182,883
507690,70,-90.635,82.715,464,1173,902
507770,70,-90.600,82.770,467,1166,919
507850,70,-90.570,82.815,469,1334,1037
507930,70,-90.535,82.865,468,1192,980
508010,70,-90.500,82.915,466,1154,986
508090,70,-90.465,82.970,462,1200,1018
508170,70,-90.440,83.015,463,1182,1021
508250,70,-90.410,83.070,465,1170,1026
508330,70,-90.375,83.125,468,1223,1068
508410,70,-90.345,83.175,468,1210,1059
508490,70,-90.310,83.225,465,1146,1032
508570,70,-90.285,83.275,463,1064,989
508650,70,-90.250,83.325,464,1197,1075
508730,70,-90.220,83.375,467,1283,1126
508810,70,-90.185,83.430,467,1096,1007
508890,70,-90.160,83.485,466,1113,1029
508970,70,-90.125,83.530,465,1191,1092
509050,70,-90.095,83.580,464,1089,1036
509130,70,-90.060,83.630,462,1136,1054
509210,70,-90.030,83.680,466,1213,1103
509290,70,-89.995,83.730,467,1347,1169
509370,70,-89.970,83.780,467,1272,1134
509450,70,-89.935,83.835,465,1449,1240
509530,70,-89.905,83.880,463,1530,1283
509610,70,-89.870,83.935,462,1399,1217
509690,70,-89.845,83.990,465,1348,1191
509770,70,-89.810,84.040,468,1392,1210
509850,70,-89.775,84.090,468,1407,1209
509930,70,-89.740,84.140,465,1419,1221
510010,70,-89.710,84.190,463,1466,1255
510090,70,-89.675,84.240,462,1483,1274
510170,70,-89.645,84.290,465,1441,1237
510250,70,-89.615,84.340,467,1370,1186
510330,70,-89.585,84.390,467,1418,1217
510410,70,-89.550,84.445,467,1339,1170
510490,70,-89.520,84.490,466,1225,1099
510570,70,-89.485,84.545,464,1297,1129
510650,70,-89.460,84.600,467,1283,1120
510730,70,-89.425,84.645,470,1164,1045
510810,70,-89.395,84.695,465,1209,1074
510890,70,-89.360,84.750,466,1210,1065
510970,70,-89.330,84.800,466,1268,1118
511050,70,-89.295,84.850,463,1415,1157
511130,70,-89.270,84.900,465,1441,1192
511210,70,-89.235,84.950,467,1471,1220
511290,70,-89.200,85.005,468,1666,1345
511370,70,-89.165,85.060,465,1561,1302
511450,70,-89.135,85.110,464,1447,1245
511530,70,-89.105,85.160,464,1577,1313
511610,70,-89.080,85.210,464,1821,1425
511690,70,-89.045,85.260,466,1843,1467
511770,70,-89.015,85.310,467,1967,1536
511850,70,-88.980,85.355,466,1939,1518
511930,70,-88.950,85.405,464,1804,1436
512010,70,-88.920,85.460,463,1760,1407
512090,70,-88.890,85.505,464,1918,1470
512170,70,-88.855,85.560,467,1683,1370
512250,70,-88.820,85.615,467,1667,1362
512330,70,-88.785,85.665,464,1661,1362
512410,70,-88.755,85.715,463,1655,1357
512490,70,-88.725,85.765,462,1655,1315
512570,70,-88.695,85.815,463,1457,1201
512650,70,-88.660,85.865,466,1487,1220
512730,70,-88.625,85.915,466,1580,1275
512810,70,-88.590,85.965,464,1547,1247
512890,70,-88.560,86.015,462,1545,1247
512970,70,-88.535,86.070,462,1507,1241
513050,70,-88.505,86.115,464,1548,1264
513130,70,-88.470,86.175,466,1640,1317
513210,70,-88.440,86.225,467,1694,1350
513290,70,-88.410,86.270,464,1647,1342
513370,70,-88.380,86.325,461,1605,1323
513450,70,-88.350,86.380,461,1616,1277
513530,70,-88.315,86.420,463,1564,1274
513610,70,-88.285,86.475,464,1636,1336
513690,70,-88.250,86.530,465,1551,1281
513770,70,-88.215,86.570,462,1490,1230
513850,70,-88.180,86.630,462,1655,1344
513930,70,-88.155,86.685,461,1602,1318
514010,70,-88.120,86.730,464,1673,1351
514090,70,-88.095,86.780,465,1630,1327
514170,70,-88.060,86.835,466,1522,1275
514250,70,-88.030,86.880,464,1548,1298
514330,70,-88.000,86.930,462,1543,1297
514410,70,-87.970,86.985,463,1650,1342
514490,70,-87.935,87.030,463,1507,1269
514570,70,-87.905,87.085,464,1514,1268
514650,70,-87.870,87.135,465,1517,1269
514730,70,-87.840,87.180,465,1469,1244
514810,70,-87.810,87.240,462,1392,1183
514890,70,-87.780,87.290,463,1540,1260
514970,70,-87.740,87.340,465,1477,1228
515050,70,-87.710,87.390,467,1497,1243
515130,70,-87.675,87.445,466,1454,1207
515210,70,-87.650,87.490,465,1467,1232
515290,70,-87.620,87.540,463,1584,1283
515370,70,-87.585,87.595,463,1663,1320
515450,70,-87.550,87.645,465,1680,1347
515530,70,-87.520,87.695,466,1604,1276
515610,70,-87.485,87.745,465,1486,1203
515690,70,-87.455,87.800,464,1508,1218
515770,70,-87.420,87.850,463,1402,1133
515850,70,-87.395,87.900,464,1393,1124
515930,70,-87.360,87.950,465,1414,1139
516010,70,-87.330,88.000,466,1402,1143
516090,70,-87.290,88.050,464,1455,1167
516170,70,-87.260,88.100,463,1508,1203
516250,70,-87.225,88.150,464,1471,1180
516330,70,-87.195,88.200,465,1669,1280
516410,70,-87.170,88.250,464,1794,1371
516490,70,-87.140,88.305,466,1825,1385
516570,70,-87.105,88.360,466,1791,1358
516650,70,-87.075,88.405,464,1701,1307
516730,70,-87.040,88.455,464,1592,1237
516810,70,-87.015,88.510,464,1483,1164
516890,70,-86.980,88.555,465,1503,1171
516970,70,-86.950,88.605,466,1476,1151
517050,70,-86.915,88.660,465,1473,1129
517130,70,-86.885,88.710,466,1413,1097
517210,70,-86.845,88.760,465,1430,1093
517290,70,-86.815,88.810,466,1487,1137
517370,70,-86.780,88.865,466,1450,1106
517450,70,-86.760,88.915,468,1387,1066
517530,70,-86.725,88.965,467,1442,1092
517610,70,-86.695,89.015,466,1418,1081
517690,70,-86.660,89.065,465,1379,1052
517770,70,-86.630,89.120,465,1404,1074
517850,70,-86.595,89.170,466,1442,1102
517930,70,-86.570,89.220,468,1423,1085
518010,70,-86.535,89.270,468,1429,1079
518090,70,-86.505,89.325,465,1407,1069
518170,70,-86.475,89.370,465,1396,1050
518250,70,-86.440,89.420,464,1402,1059
518330,70,-86.405,89.475,467,1420,1072
518410,70,-86.370,89.515,468,1512,1112
518490,70,-86.345,89.575,468,1503,1125
518570,70,-86.310,89.630,467,1545,1147
518650,70,-86.285,89.680,465,1644,1193
518730,70,-86.250,89.730,466,1552,1156
518810,70,-86.225,89.780,466,1630,1199
518890,70,-86.190,89.830,467,1445,1090
518970,70,-86.160,89.880,468,1340,1017
519050,70,-86.125,89.925,466,1295,973
519130,70,-86.095,89.985,465,1396,1035
519210,70,-86.060,90.035,465,1273,976
519290,70,-86.035,90.080,467,1229,940
519370,70,-86.000,90.135,469,1225,972
519450,70,-85.970,90.185,467,1276,1000
519530,70,-85.935,90.235,467,1242,977
519610,70,-85.900,90.285,465,1331,1008
519690,70,-85.865,90.335,465,1330,1016
519770,70,-85.835,90.385,467,1303,1000
519850,70,-85.800,90.440,467,1247,971
519930,70,-85.775,90.490,467,1260,971
520010,70,-85.745,90.540,467,1372,1055
520090,70,-85.715,90.590,465,1397,1061
520170,70,-85.680,90.645,466,1458,1104
520250,70,-85.645,90.695,467,1550,1159
520330,70,-85.610,90.740,467,1381,1063
520410,70,-85.585,90.790,469,1305,1016
520490,70,-85.550,90.850,467,1285,992
520570,70,-85.520,90.895,466,1183,931
520650,70,-85.485,90.945,467,1262,975
521750,70,-85.405,90.880,348,542,421
521830,70,-85.435,90.840,468,926,696
521910,70,-85.465,90.790,467,1063,830
521990,70,-85.500,90.740,464,1136,893
522070,70,-85.535,90.690,463,1057,864
522150,70,-85.570,90.640,463,1131,923
522230,70,-85.600,90.590,465,1216,1009
522310,70,-85.635,90.540,466,1206,1020
522390,70,-85.660,90.485,466,1176,1019
522470,70,-85.695,90.430,464,1176,1034
522550,70,-85.725,90.380,464,1137,1024
522630,70,-85.760,90.335,464,1207,1072
522710,70,-85.790,90.285,465,1244,1116
522790,70,-85.825,90.230,466,1411,1215
522870,70,-85.850,90.185,465,1326,1195
522950,70,-85.880,90.130,464,1292,1191
523030,70,-85.910,90.075,463,1362,1225
523110,70,-85.945,90.030,464,1344,1220
523190,70,-85.970,89.980,464,1345,1217
523270,70,-86.005,89.925,466,1214,1143
523350,70,-86.040,89.875,466,1333,1219
523430,70,-86.075,89.825,464,1366,1238
523510,70,-86.105,89.775,463,1335,1219
523590,70,-86.140,89.725,464,1317,1215
523670,70,-86.175,89.670,464,1328,1209
523750,70,-86.210,89.620,467,1247,1147
523830,70,-86.235,89.570,465,1252,1154
523910,70,-86.270,89.520,464,1538,1295
523990,70,-86.300,89.470,463,1524,1296
524070,70,-86.335,89.420,463,1504,1284
524150,70,-86.365,89.370,465,1453,1261
524230,70,-86.395,89.320,464,1463,1253
524310,70,-86.420,89.260,464,1449,1260
524390,70,-86.455,89.210,464,1516,1288
524470,70,-86.485,89.165,464,1510,1283
524550,70,-86.520,89.115,464,1480,1254
524630,70,-86.555,89.060,464,1550,1293
524710,70,-86.585,89.015,465,1504,1258
524790,70,-86.615,88.965,466,1373,1174
524870,70,-86.645,88.910,466,1248,1086
524950,70,-86.680,88.865,464,1208,1042
525030,70,-86.710,88.810,464,1351,1109
525110,70,-86.745,88.755,464,1369,1139
525190,70,-86.770,88.705,465,1411,1157
525270,70,-86.800,88.655,465,1474,1191
525350,70,-86.830,88.605,463,1394,1146
525430,70,-86.865,88.555,464,1409,1148
525510,70,-86.895,88.505,464,1387,1139
525590,70,-86.930,88.455,466,1379,1135
525670,70,-86.965,88.400,467,1248,1069
525750,70,-87.000,88.350,465,1352,1131
525830,70,-87.025,88.300,464,1572,1235
525910,70,-87.060,88.250,463,1629,1273
525990,70,-87.090,88.200,464,1591,1257
526070,70,-87.125,88.150,465,1504,1226
526150,70,-87.155,88.095,467,1469,1192
526230,70,-87.190,88.045,465,1609,1235
526310,70,-87.215,88.000,463,1514,1205
526390,70,-87.245,87.940,464,1415,1147
526470,70,-87.275,87.890,463,1300,1069
526550,70,-87.310,87.840,464,1394,1107
526630,70,-87.340,87.790,466,1582,1227
526710,70,-87.375,87.740,466,1546,1215
526790,70,-87.410,87.690,464,1545,1205
526870,70,-87.440,87.640,463,1646,1249
526950,70,-87.470,87.590,464,1706,1292
527030,70,-87.505,87.540,465,1768,1340
527110,70,-87.535,87.485,467,1657,1289
527190,70,-87.570,87.440,466,1503,1198
527270,70,-87.600,87.390,464,1523,1202
527350,70,-87.630,87.330,463,1509,1190
527430,70,-87.660,87.285,464,1621,1231
527510,70,-87.695,87.235,464,1535,1178
527590,70,-87.720,87.180,466,1474,1140
527670,70,-87.755,87.130,466,1388,1073
527750,70,-87.780,87.085,465,1479,1121
527830,70,-87.815,87.035,464,1484,1122
527910,70,-87.850,86.980,465,1484,1125
527990,70,-87.885,86.930,466,1438,1074
528070,70,-87.915,86.880,467,1372,1029
528150,70,-87.950,86.830,466,1339,1033
528230,70,-87.985,86.775,464,1354,1051
528310,70,-88.010,86.725,463,1350,1065
528390,70,-88.045,86.675,465,1374,1080
528470,70,-88.080,86.625,466,1366,1071
528550,70,-88.110,86.575,467,1332,1038
528630,70,-88.145,86.525,466,1389,1076
528710,70,-88.165,86.470,464,1443,1094
528790,70,-88.200,86.420,464,1577,1142
528870,70,-88.230,86.375,465,1573,1162
528950,70,-88.265,86.315,466,1448,1092
529030,70,-88.300,86.265,466,1471,1107
529110,70,-88.335,86.215,466,1543,1136
529190,70,-88.365,86.165,465,1567,1181
529270,70,-88.400,86.115,465,1286,1028
529350,70,-88.425,86.065,463,1270,1022
529430,70,-88.460,86.015,466,1356,1054
529510,70,-88.490,85.965,468,1432,1092
529590,70,-88.520,85.915,467,1578,1169
529670,70,-88.555,85.865,465,1452,1117
529750,70,-88.580,85.815,464,1332,1069
529830,70,-88.615,85.760,465,1451,1134
529910,70,-88.640,85.705,466,1411,1101
529990,70,-88.675,85.660,465,1268,1033
530070,70,-88.700,85.610,468,1359,1064
530150,70,-88.745,85.555,465,1334,1070
530230,70,-88.770,85.505,462,1242,1022
530310,70,-88.805,85.455,463,1260,1017
530390,70,-88.835,85.405,465,1245,1005
530470,70,-88.870,85.355,467,1332,1072
530550,70,-88.900,85.305,466,1360,1103
530630,70,-88.930,85.255,465,1314,1078
530710,70,-88.960,85.205,464,1373,1121
530790,70,-88.995,85.150,464,1511,1172
530870,70,-89.025,85.095,466,1827,1331
530950,70,-89.060,85.050,467,1864,1334
531030,70,-89.095,85.000,468,1612,1233
531110,70,-89.130,84.945,465,1609,1243
531190,70,-89.155,84.900,465,1578,1238
531270,70,-89.190,84.850,463,1600,1199
531350,70,-89.215,84.795,466,1671,1243
531430,70,-89.250,84.750,468,1414,1123
531510,70,-89.275,84.700,467,1447,1113
531590,70,-89.315,84.640,465,1339,1060
531670,70,-89.345,84.590,462,1426,1098
531750,70,-89.380,84.540,463,1280,1017
531830,70,-89.410,84.490,466,1274,1006
531910,70,-89.445,84.435,467,1204,943
531990,70,-89.470,84.390,467,1110,900
532070,70,-89.505,84.340,464,1133,907
532150,70,-89.535,84.285,462,1203,955
532230,70,-89.570,84.235,465,1273,1015
532310,70,-89.600,84.185,467,1277,1044
532390,70,-89.635,84.135,467,1293,1047
532470,70,-89.660,84.085,468,1322,1068
532550,70,-89.695,84.035,466,1269,1028
532630,70,-89.725,83.985,463,1311,1058
532710,70,-89.760,83.930,462,1369,1097
532790,70,-89.790,83.880,466,1346,1100
532870,70,-89.815,83.830,467,1393,1136
532950,70,-89.845,83.780,467,1365,1091
533030,70,-89.885,83.730,465,1412,1153
533110,70,-89.920,83.680,464,1270,1088
533190,70,-89.955,83.630,463,1332,1117
533270,70,-89.985,83.580,466,1389,1149
533350,70,-90.015,83.525,465,1367,1141
533430,70,-90.045,83.475,469,1342,1119
533510,70,-90.080,83.425,466,1389,1163
533590,70,-90.110,83.370,461,1435,1203
533670,70,-90.145,83.325,466,1460,1228
533750,70,-90.170,83.275,465,1357,1168
533830,70,-90.205,83.220,467,1301,1143
533910,70,-90.235,83.170,467,1405,1243
533990,70,-90.270,83.120,466,1349,1220
534070,70,-90.290,83.070,463,1421,1244
534150,70,-90.325,83.015,463,1497,1307
534230,70,-90.355,82.965,466,1475,1305
534310,70,-90.390,82.915,469,1517,1326
534390,70,-90.420,82.865,464,1621,1406
534470,70,-90.455,82.810,466,1454,1304
534550,70,-90.480,82.765,463,1482,1319
534630,70,-90.510,82.715,464,1547,1353
534710,70,-90.545,82.660,465,1374,1239
534790,70,-90.575,82.610,468,1245,1126
